Block;Rack;Line;Fruit_s;Generation;Date_O;Date_A;Line;Colonne;Treatment;Nb_eggs;Obs_O;Nb_adults;Obs_A,
2A;VII;EG3;Rosehips;G8;14/9/2017;28/9/17;L2;C1;Rosehips;120;AA;20;JF,
2A;VII;EG3;Rosehips;G8;14/9/2018;28/9/17;L3;C1;Rosehips;100;AA;6;JF,
2A;VII;EG3;Rosehips;G8;14/9/2019;28/9/17;L4;C1;Rosehips;121;AA;7;JF,
2A;VII;CR4;Cranberry;G8;14/9/2020;28/9/17;L1;C2;Strawberry;62;AA;1;JF,
2A;VII;CR4;Cranberry;G8;14/9/2021;28/9/17;L2;C2;Strawberry;0;AA;0;JF,
2A;VII;CR4;Cranberry;G8;14/9/2022;28/9/17;L3;C2;Cherry;124;AA;17;JF,
2A;VII;CR4;Cranberry;G8;14/9/2023;28/9/17;L4;C2;Cranberry;120;AA;32;JF,
2A;VII;CR4;Cranberry;G8;14/9/2024;28/9/17;L5;C2;Cranberry;62;AA;57;JF,
2A;VII;CR4;Cranberry;G8;14/9/2025;28/9/17;L6;C2;Cranberry;79;AA;42;JF,
2A;VII;FI3;Fig;G8;14/9/2026;28/9/17;L1;C3;Fig;110;AA;15;JF,
2A;VII;FR3;Strawberry;G8;14/9/2027;28/9/17;L1;C4;Cranberry;149;AA;17;JF,
2A;VII;FR3;Strawberry;G8;14/9/2028;28/9/17;L2;C4;Strawberry;99;AA;20;JF,
2A;VII;CE4;Cherry;G8;14/9/2029;28/9/17;L1;C5;Strawberry;156;AA;7;JF,
2A;VII;CE4;Cherry;G8;14/9/2030;28/9/17;L2;C5;Strawberry;69;AA;24;JF,
2A;VII;CE4;Cherry;G8;14/9/2031;28/9/17;L3;C5;Strawberry;99;AA;36;JF,
2A;VII;CE4;Cherry;G8;14/9/2032;28/9/17;L4;C5;Cherry;29;AA;6;JF,
2A;VII;CE4;Cherry;G8;14/9/2033;28/9/17;L5;C5;Cherry;25;AA;5;JF,
2A;VII;CE4;Cherry;G8;14/9/2034;28/9/17;L6;C5;Cranberry;88;AA;50;JF,
2A;VII;CE4;Cherry;G8;14/9/2035;28/9/17;L7;C5;Cranberry;99;AA;40;JF,
2A;VII;FR4;Strawberry;G8;14/9/2036;28/9/17;L1;C6;Strawberry;46;AA;8;JF,
2A;VII;FR4;Strawberry;G8;14/9/2037;28/9/17;L2;C6;Strawberry;85;AA;42;JF,
2A;VII;FR4;Strawberry;G8;14/9/2038;28/9/17;L3;C6;Strawberry;108;AA;25;JF,
2A;VII;FR4;Strawberry;G8;14/9/2039;28/9/17;L4;C6;Strawberry;99;AA;22;JF,
2A;VII;FR4;Strawberry;G8;14/9/2040;28/9/17;L5;C6;Strawberry;15;AA;0;JF,
2A;VII;FR4;Strawberry;G8;14/9/2041;28/9/17;L6;C6;Strawberry;151;AA;31;JF,
2A;VII;FR4;Strawberry;G8;14/9/2042;28/9/17;L7;C6;Strawberry;52;AA;3;JF,
2A;VII;FR4;Strawberry;G8;14/9/2043;28/9/17;L8;C6;Strawberry;107;AA;14;JF,
2A;VII;FR4;Strawberry;G8;14/9/2044;28/9/17;L9;C6;Strawberry;130;AA;33;JF,
2A;VII;FR4;Strawberry;G8;14/9/2045;28/9/17;L10;C6;Strawberry;73;AA;36;JF,
2A;VII;FR4;Strawberry;G8;14/9/2046;28/9/17;L1;C7;Strawberry;79;AA;6;JF,
2A;VII;FR4;Strawberry;G8;14/9/2047;28/9/17;L2;C7;Cranberry;98;AA;32;JF,
2A;VII;FR4;Strawberry;G8;14/9/2048;28/9/17;L3;C7;Cranberry;148;AA;21;JF,
2A;VII;FR4;Strawberry;G8;14/9/2049;28/9/17;L4;C7;Cranberry;171;AA;25;JF,
2A;VII;FR4;Strawberry;G8;14/9/2050;28/9/17;L5;C7;Cranberry;97;AA;33;JF,
2A;VII;FR4;Strawberry;G8;14/9/2052;28/9/17;L1;C8;Cherry;36;AA;23;JF,
2A;VII;FR4;Strawberry;G8;14/9/2053;28/9/17;L2;C8;Cherry;92;AA;48;JF,
2A;VII;FR4;Strawberry;G8;14/9/2054;28/9/17;L3;C8;Cherry;23;AA;16;JF,
2A;VII;FR4;Strawberry;G8;14/9/2055;28/9/17;L4;C8;Cherry;199;AA;29;JF,
2A;VII;FR4;Strawberry;G8;14/9/2056;28/9/17;L5;C8;Cherry;92;AA;29;JF,
2A;VII;FR4;Strawberry;G8;14/9/2057;28/9/17;L6;C8;Cherry;129;AA;34;JF,
2A;VII;FR4;Strawberry;G8;14/9/2058;28/9/17;L7;C8;Cherry;107;AA;42;JF,
2A;VII;FR4;Strawberry;G8;14/9/2059;28/9/17;L8;C8;Cherry;87;AA;31;JF,
2A;VII;FR4;Strawberry;G8;14/9/2060;28/9/17;L9;C8;Cherry;130;AA;31;JF,
2A;VII;FR4;Strawberry;G8;14/9/2061;28/9/17;L10;C8;Cherry;87;AA;25;JF,
2A;VII;CR5;Cranberry;G8;14/9/2062;28/9/17;L1;C9;Cranberry;83;AA;19;JF,
2A;VII;CR5;Cranberry;G8;14/9/2063;28/9/17;L2;C9;Cranberry;107;AA;8;JF,
2A;VII;FR5;Strawberry;G8;14/9/2064;28/9/17;L1;C10;Cherry;53;AA;25;JF,
2B;X;CR4;Cranberry;G8;15/9/2017;29/9/17;L1;C1;Cherry;74;AA;19;LO,
2B;X;CR4;Cranberry;G8;15/9/2017;29/9/17;L2;C1;Strawberry;111;AA;6;LO,
2B;X;CR4;Cranberry;G8;15/9/2017;29/9/17;L3;C1;Strawberry;133;AA;46;LO,
2B;X;CR4;Cranberry;G8;15/9/2017;29/9/17;L4;C1;Cranberry;47;AA;23;LO,
2B;X;CR4;Cranberry;G8;15/9/2017;29/9/17;L5;C1;Cranberry;118;AA;54;LO,
2B;X;CR4;Cranberry;G8;15/9/2017;29/9/17;L6;C1;Cranberry;137;AA;41;LO,
2B;X;FR3;Strawberry;G8;15/9/2017;29/9/17;L1;C2;Strawberry;23;AA;7;LO,
2B;X;FR3;Strawberry;G8;15/9/2017;29/9/17;L2;C2;Strawberry;126;AA;4;LO,
2B;X;FR3;Strawberry;G8;15/9/2017;29/9/17;L3;C2;Strawberry;26;AA;0;LO,
2B;X;FR3;Strawberry;G8;15/9/2017;29/9/17;L4;C2;Cherry;53;AA;5;LO,
2B;X;FR3;Strawberry;G8;15/9/2017;29/9/17;L5;C2;Cranberry;45;AA;21;LO,
2B;X;FR3;Strawberry;G8;15/9/2017;29/9/17;L6;C2;Cranberry;0;AA;0;LO,
2B;X;CE4;Cherry;G8;15/9/2017;29/9/17;L1;C3;Cranberry;133;AA;73;LO,
2B;X;CE4;Cherry;G8;15/9/2017;29/9/17;L2;C3;Cranberry;76;AA;27;LO,
2B;X;CE4;Cherry;G8;15/9/2017;29/9/17;L3;C3;Cherry;46;AA;4;LO,
2B;X;CE4;Cherry;G8;15/9/2017;29/9/17;L4;C3;Strawberry;151;AA;15;LO,
2B;X;CR5;Cranberry;G8;15/9/2017;29/9/17;L1;C4;Cherry;64;AA;18;LO,
2B;X;CR5;Cranberry;G8;15/9/2017;29/9/17;L2;C4;Cherry;47;AA;6;LO,
2B;X;CR5;Cranberry;G8;15/9/2017;29/9/17;L3;C4;Cherry;56;AA;9;LO,
2B;X;CR5;Cranberry;G8;15/9/2017;29/9/17;L4;C4;Cherry;61;AA;22;LO,
2B;X;CR5;Cranberry;G8;15/9/2017;29/9/17;L5;C4;Cherry;52;AA;10;LO,
2B;X;CR5;Cranberry;G8;15/9/2017;29/9/17;L6;C4;Cherry;65;AA;5;LO,
2B;X;CR5;Cranberry;G8;15/9/2017;29/9/17;L7;C4;Cherry;41;AA;8;LO,
2B;X;CR5;Cranberry;G8;15/9/2018;29/9/17;L8;C4;Cranberry;15;AA;12;LO,
2B;X;CR5;Cranberry;G8;15/9/2019;29/9/17;L9;C4;Cranberry;64;AA;33;LO,
2B;X;CR5;Cranberry;G8;15/9/2020;29/9/17;L10;C4;Strawberry;74;AA;32;LO,
2B;X;FI3;Fig;G8;15/9/2017;29/9/17;L1;C5;Fig;29;AA;1;LO,
2B;X;FI3;Fig;G8;15/9/2017;29/9/17;L2;C5;Fig;83;AA;0;LO,
2B;X;FR5;Strawberry;G8;15/9/2017;29/9/17;L1;C6;Strawberry;190;AA;25;LO,
2B;X;FR5;Strawberry;G8;15/9/2017;29/9/17;L2;C6;Strawberry;96;AA;13;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L1;C7;Cranberry;232;AA;30;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L2;C7;Cranberry;70;AA;41;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L3;C7;Cranberry;197;AA;32;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L4;C7;Cranberry;132;AA;47;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L5;C7;Cranberry;46;AA;14;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L6;C7;Cranberry;107;AA;57;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L7;C7;Cranberry;102;AA;45;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L1;C8;Cherry;109;AA;58;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L2;C8;Cherry;134;AA;16;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L3;C8;Cherry;98;AA;12;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L4;C8;Cherry;73;LO;9;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L5;C8;Cherry;66;LO;29;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L6;C8;Cherry;122;LO;70;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L7;C8;Cherry;88;LO;31;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L8;C8;Cherry;131;LO;63;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L9;C8;Cherry;72;LO;8;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L10;C8;Cherry;34;LO;12;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L1;C9;Cherry;75;LO;27;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L2;C9;Cherry;40;LO;13;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L3;C9;Strawberry;134;LO;43;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L4;C9;Strawberry;144;LO;23;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L5;C9;Strawberry;109;LO;8;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L6;C9;Strawberry;104;LO;6;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L1;C10;Strawberry;2;LO;1;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L2;C10;Strawberry;199;LO;39;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L3;C10;Strawberry;96;LO;10;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L4;C10;Strawberry;55;LO;0;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L5;C10;Strawberry;81;LO;14;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L6;C10;Strawberry;106;LO;32;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L7;C10;Strawberry;106;LO;33;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L8;C10;Strawberry;53;LO;1;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L9;C10;Strawberry;86;LO;34;LO,
2B;X;FR4;Strawberry;G8;15/9/2017;29/9/17;L10;C10;Strawberry;48;LO;1;LO,
2C;XI;EG3;Rosehips;G8;16/9/2017;30/9/17;L1;C1;Rosehips;104;AA;2;JF,
2C;XI;EG3;Rosehips;G8;16/9/2017;30/9/17;L2;C1;Rosehips;156;AA;13;JF,
2C;XI;EG3;Rosehips;G8;16/9/2017;30/9/17;L3;C1;Rosehips;83;AA;0;JF,
2C;XI;EG3;Rosehips;G8;16/9/2017;30/9/17;L4;C1;Rosehips;82;AA;0;JF,
2C;XI;EG3;Rosehips;G8;16/9/2017;30/9/17;L5;C1;Rosehips;47;AA;4;JF,
2C;XI;CR4;Cranberry;G8;16/9/2017;30/9/17;L1;C2;Strawberry;110;AA;21;JF,
2C;XI;CR4;Cranberry;G8;16/9/2017;30/9/17;L2;C2;Strawberry;68;AA;22;JF,
2C;XI;CR4;Cranberry;G8;16/9/2017;30/9/17;L3;C2;Strawberry;170;AA;22;JF,
2C;XI;CR4;Cranberry;G8;16/9/2017;30/9/17;L4;C2;Strawberry;53;AA;19;JF,
2C;XI;CR4;Cranberry;G8;16/9/2017;30/9/17;L5;C2;Cranberry;97;AA;39;JF,
2C;XI;CR4;Cranberry;G8;16/9/2017;30/9/17;L6;C2;Cranberry;98;AA;39;JF,
2C;XI;CR4;Cranberry;G8;16/9/2017;30/9/17;L7;C2;Cherry;30;AA;7;JF,
2C;XI;FI3;Fig;G8;16/9/2017;30/9/17;L1;C3;Fig;1;AA;0;JF,
2C;XI;FR5;Strawberry;G8;16/9/2017;30/9/17;L2;C3;Cranberry;128;AA;36;JF,
2C;XI;FR3;Strawberry;G8;16/9/2017;30/9/17;L1;C4;Cranberry;139;AA;25;JF,
2C;XI;FR3;Strawberry;G8;16/9/2017;30/9/17;L2;C4;Cranberry;79;AA;27;JF,
2C;XI;FR3;Strawberry;G8;16/9/2017;30/9/17;L3;C4;Cherry;137;AA;44;JF,
2C;XI;FR3;Strawberry;G8;16/9/2017;30/9/17;L4;C4;Strawberry;174;AA;54;JF,
2C;XI;FR3;Strawberry;G8;16/9/2017;30/9/17;L5;C4;Strawberry;67;AA;4;JF,
2C;XI;FR3;Strawberry;G8;16/9/2017;30/9/17;L6;C4;Cherry;104;AA;25;JF,
2C;XI;FR3;Strawberry;G8;16/9/2017;30/9/17;L7;C4;Cherry;94;AA;24;JF,
2C;XI;CE4;Cherry;G8;16/9/2017;30/9/17;L1;C5;Cherry;65;AA;9;JF,
2C;XI;CE4;Cherry;G8;16/9/2017;30/9/17;L2;C5;Cranberry;34;AA;17;JF,
2C;XI;CE4;Cherry;G8;16/9/2017;30/9/17;L3;C5;Cranberry;75;AA;28;JF,
2C;XI;CE4;Cherry;G8;16/9/2017;30/9/17;L4;C5;Cranberry;23;AA;14;JF,
2C;XI;CE4;Cherry;G8;16/9/2017;30/9/17;L5;C5;Cranberry;47;AA;18;JF,
2C;XI;CE4;Cherry;G8;16/9/2017;30/9/17;L6;C5;Strawberry;90;AA;21;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L1;C6;Cranberry;100;AA;17;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L2;C6;Cranberry;82;AA;28;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L3;C6;Cranberry;97;AA;36;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L4;C6;Cranberry;123;AA;23;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L5;C6;Cranberry;130;AA;30;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L6;C6;Cranberry;121;AA;34;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L7;C6;Cranberry;91;AA;27;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L8;C6;Cranberry;62;AA;31;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L9;C6;Cranberry;129;AA;15;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L10;C6;Cranberry;121;AA;18;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L1;C7;Cranberry;96;AA;29;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L2;C7;Cranberry;98;AA;23;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L3;C7;Cranberry;82;AA;36;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L4;C7;Cranberry;89;AA;41;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L1;C8;Cherry;95;AA;31;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L2;C8;Cherry;165;AA;23;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L3;C8;Cherry;183;AA;34;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L4;C8;Cherry;236;AA;30;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L5;C8;Cherry;110;AA;32;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L6;C8;Cherry;87;AA;31;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L7;C8;Cherry;142;AA;31;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L8;C8;Cherry;113;AA;29;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L9;C8;Cherry;59;AA;17;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L10;C8;Cherry;95;AA;31;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L1;C9;Strawberry;241;AA;5;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L2;C9;Strawberry;239;AA;11;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L3;C9;Strawberry;146;AA;16;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L4;C9;Strawberry;144;AA;52;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L5;C9;Strawberry;39;AA;2;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L6;C9;Strawberry;64;AA;21;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L7;C9;Strawberry;94;AA;42;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L8;C9;Strawberry;144;AA;37;JF,
2C;XI;FR4;Strawberry;G8;16/9/2017;30/9/17;L9;C9;Strawberry;164;AA;17;JF,
2C;XI;CR5;Cranberry;G8;16/9/2017;30/9/17;L1;C10;Cranberry;149;AA;6;JF,
2C;XI;CR5;Cranberry;G8;16/9/2017;30/9/17;L2;C10;Cranberry;104;AA;34;JF,
2C;XI;CR5;Cranberry;G8;16/9/2017;30/9/17;L3;C10;Cranberry;62;AA;25;JF,
2C;XI;CR5;Cranberry;G8;16/9/2017;30/9/17;L4;C10;Strawberry;75;AA;30;JF,
2C;XI;CR5;Cranberry;G8;16/9/2017;30/9/17;L5;C10;Strawberry;55;AA;23;JF,
2D;XII;EG3;Rosehips;G8;17/9/2017;1/10/2017;L1;C1;Rosehips;205;AA;7;LO,
2D;XII;EG3;Rosehips;G8;17/9/2017;1/10/2017;L2;C1;Rosehips;84;AA;0;LO,
2D;XII;EG3;Rosehips;G8;17/9/2017;1/10/2017;L3;C1;Rosehips;60;AA;0;LO,
2D;XII;EG3;Rosehips;G8;17/9/2017;1/10/2017;L4;C1;Rosehips;11;AA;0;LO,
2D;XII;CR4;Cranberry;G8;17/9/2017;1/10/2017;L1;C2;Cranberry;83;AA;19;LO,
2D;XII;CR4;Cranberry;G8;17/9/2017;1/10/2017;L2;C2;Cherry;47;AA;0;LO,
2D;XII;CR4;Cranberry;G8;17/9/2017;1/10/2017;L3;C2;Cherry;62;AA;14;LO,
2D;XII;CR4;Cranberry;G8;17/9/2017;1/10/2017;L4;C2;Strawberry;132;AA;30;LO,
2D;XII;CR4;Cranberry;G8;17/9/2017;1/10/2017;L5;C2;Strawberry;148;AA;7;LO,
2D;XII;CR4;Cranberry;G8;17/9/2017;1/10/2017;L6;C2;Strawberry;123;AA;25;LO,
2D;XII;FI3;Fig;G8;17/9/2017;1/10/2017;L1;C3;Fig;63;AA;9;LO,
2D;XII;FR5;Strawberry;G8;17/9/2017;1/10/2017;L1;C4;Strawberry;41;AA;6;LO,
2D;XII;FR3;Strawberry;G8;17/9/2017;1/10/2017;L1;C5;Cranberry;6;AA;0;LO,
2D;XII;FR3;Strawberry;G8;17/9/2017;1/10/2017;L2;C5;Cranberry;64;AA;15;LO,
2D;XII;FR3;Strawberry;G8;17/9/2017;1/10/2017;L3;C5;Strawberry;136;AA;25;LO,
2D;XII;FR3;Strawberry;G8;17/9/2017;1/10/2017;L4;C5;Strawberry;214;AA;43;LO,
2D;XII;FR3;Strawberry;G8;17/9/2017;1/10/2017;L5;C5;Strawberry;108;AA;30;LO,
2D;XII;FR3;Strawberry;G8;17/9/2017;1/10/2017;L6;C5;Cherry;138;AA;37;LO,
2D;XII;FR3;Strawberry;G8;17/9/2017;1/10/2017;L7;C5;Cherry;68;AA;20;LO,
2D;XII;FR3;Strawberry;G8;17/9/2017;1/10/2017;L8;C5;Cherry;105;AA;27;LO,
2D;XII;FR3;Strawberry;G8;17/9/2017;1/10/2017;L9;C5;Cherry;51;AA;17;LO,
2D;XII;FR3;Strawberry;G8;17/9/2017;1/10/2017;L10;C5;Cherry;158;AA;15;LO,
2D;XII;CE4;Cherry;G8;17/9/2017;1/10/2017;L1;C6;Strawberry;114;AA;4;LO,
2D;XII;CE4;Cherry;G8;17/9/2017;1/10/2017;L2;C6;Strawberry;81;AA;18;LO,
2D;XII;CE4;Cherry;G8;17/9/2017;1/10/2017;L3;C6;Strawberry;69;AA;8;LO,
2D;XII;CE4;Cherry;G8;17/9/2017;1/10/2017;L4;C6;Strawberry;24;AA;6;LO,
2D;XII;CE4;Cherry;G8;17/9/2017;1/10/2017;L5;C6;Cherry;0;AA;0;LO,
2D;XII;CE4;Cherry;G8;17/9/2017;1/10/2017;L6;C6;Cranberry;134;AA;2;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L1;C7;Cherry;86;AA;10;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L2;C7;Cherry;126;AA;12;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L3;C7;Cherry;152;AA;28;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L4;C7;Cherry;68;AA;31;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L5;C7;Cherry;128;AA;23;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L6;C7;Cherry;47;AA;17;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L7;C7;Cherry;34;AA;18;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L8;C7;Cherry;125;AA;36;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L9;C7;Cherry;71;AA;20;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L10;C7;Cherry;60;AA;23;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L1;C8;Cranberry;73;LO;20;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L2;C8;Cranberry;39;LO;26;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L3;C8;Cranberry;120;LO;16;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L4;C8;Cranberry;108;LO;18;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L5;C8;Cranberry;39;LO;19;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L6;C8;Cranberry;15;LO;14;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L7;C8;Cranberry;41;LO;28;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L8;C8;Cranberry;72;LO;36;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L9;C8;Strawberry;182;LO;4;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L10;C8;Cherry;56;LO;30;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L1;C9;Strawberry;167;AA;42;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L2;C9;Strawberry;139;AA;39;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L3;C9;Strawberry;160;AA;0;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L4;C9;Strawberry;67;AA;24;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L5;C9;Strawberry;150;AA;19;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L6;C9;Strawberry;151;AA;18;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L7;C9;Strawberry;125;AA;37;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L8;C9;Strawberry;94;AA;24;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L9;C9;Strawberry;56;LO;18;LO,
2D;XII;FR4;Strawberry;G8;17/9/2017;1/10/2017;L10;C9;Strawberry;117;LO;9;LO,
2D;XII;CR5;Cranberry;G8;17/9/2017;1/10/2017;L1;C10;Cranberry;80;AA;21;LO,
2D;XII;CR5;Cranberry;G8;17/9/2017;1/10/2017;L2;C10;Cranberry;44;AA;22;LO,
2D;XII;CR5;Cranberry;G8;17/9/2017;1/10/2017;L3;C10;Cranberry;83;AA;24;LO,
2D;XII;CR5;Cranberry;G8;17/9/2017;1/10/2017;L4;C10;Cranberry;156;AA;4;LO,
2D;XII;CR5;Cranberry;G8;17/9/2017;1/10/2017;L5;C10;Strawberry;125;AA;5;LO,
2D;XII;CR5;Cranberry;G8;17/9/2017;1/10/2017;L6;C10;Cherry;89;AA;2;LO,
2D;XII;CR5;Cranberry;G8;17/9/2017;1/10/2017;L7;C10;Cherry;44;AA;15;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L1;C1;Cherry;76;AA;6;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L2;C1;Cherry;89;AA;17;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L3;C1;Cherry;57;AA;12;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L4;C1;Cherry;172;AA;24;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L5;C1;Cherry;173;AA;33;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L6;C1;Cherry;91;AA;18;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L7;C1;Cherry;240;AA;5;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L8;C1;Cherry;176;AA;5;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L9;C1;Cherry;172;AA;12;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L10;C1;Cherry;192;AA;11;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L1;C2;Cherry;70;AA;14;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L2;C2;Cherry;119;AA;34;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L3;C2;Cherry;98;AA;16;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L4;C2;Cherry;118;AA;33;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L5;C2;Cherry;166;AA;36;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L6;C2;Cherry;223;AA;2;LO,
